Código Faculdade;Código Curso;Provas de ingresso;Nota candidatura;Pontos provas de ingresso;Média do secundário;Provas de ingresso
6810;L274;Um dos seguintes conjuntos: 04 Economia 19 Matemática A ou 04 Economia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 09 Geografia 17 Mat. Apl. Ciências Soc. ou 11 História 17 Mat. Apl. Ciências Soc. ou 06 Filosofia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
6810;L277;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 06 Filosofia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6810;L278;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 06 Filosofia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6810;L280;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 04 Economia 19 Matemática A ou 04 Economia 18 Português ou 09 Geografia 19 Matemática A ou 11 História 19 Matemática A ou 06 Filosofia 19 Matemática A;100 pontos;100 pontos;50%;50%
6810;L281;Um dos seguintes conjuntos: 06 Filosofia 11 História ou 06 Filosofia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 02 Biologia e Geologia 18 Português ou 11 História 18 Português ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
6810;L282;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
6810;L311;16 Matemática e Uma das seguintes provas: 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 12 Hist. da Cultura e Artes 18 Português;100 pontos;100 pontos;50%;50%
6810;L321;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 06 Filosofia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
6810;L329;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 06 Filosofia 07 Física e Química 10 Geometria Descritiva 18 Português;100 pontos;100 pontos;50%;50%
7001;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
7002;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A;95 pontos;95 pontos;50%;50%
7003;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7005;8138;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7005;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7010;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;8149;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;9501;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;9833;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7015;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7020;9500;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7020;9504;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7020;L066;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7020;L067;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7020;L068;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7030;9500;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 09 Geografia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
7035;8149;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;L066;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7035;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7040;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7040;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7040;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7040;L101;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7045;8138;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7045;8149;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7045;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7045;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;100 pontos;100 pontos;50%;50%
7045;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7045;9890;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7055;9500;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 06 Filosofia 07 Física e Química 09 Geografia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
7055;9504;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 06 Filosofia 07 Física e Química 09 Geografia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
7055;9556;02 Biologia e Geologia e Uma das seguintes provas: 04 Economia 06 Filosofia 07 Física e Química 09 Geografia 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
7065;9500;02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
7075;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
7080;9500;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 09 Geografia 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
7085;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7092;9500;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
7093;9500;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
7105;9121;Um dos seguintes conjuntos: 04 Economia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 10 Geometria Descritiva 19 Matemática A;95 pontos;95 pontos;50%;50%
7110;8011;Duas das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química;95 pontos;95 pontos;50%;50%
7110;9076;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 04 Economia 19 Matemática A ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
7110;9076;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 04 Economia 19 Matemática A ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
7110;9163;Um dos seguintes conjuntos: 13 Inglês 17 Mat. Apl. Ciências Soc. ou 09 Geografia 13 Inglês ou 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
7110;9177;Duas das seguintes provas: 04 Economia 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
7110;9183;Um dos seguintes conjuntos: 13 Inglês 18 Português ou 12 Hist. da Cultura e Artes 13 Inglês ou 09 Geografia 13 Inglês;95 pontos;95 pontos;50%;50%
7110;9217;Duas das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química;95 pontos;95 pontos;50%;50%
7110;9875;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 04 Economia 19 Matemática A ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
7110;9995;Um dos seguintes conjuntos: 13 Inglês 17 Mat. Apl. Ciências Soc. ou 09 Geografia 13 Inglês ou 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
7110;9996;Duas das seguintes provas: 04 Economia 09 Geografia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;8141;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;8149;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;9861;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;L066;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;L067;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7210;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;8149;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;8152;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;9861;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;L066;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;L067;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7220;L161;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;8138;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;8141;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;8143;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7230;9504;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A;95 pontos;95 pontos;50%;50%
7230;9549;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;9861;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;9890;02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7230;9890;02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
7230;L066;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;L067;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;L068;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;L101;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
7230;L136;02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
7230;L304;02 Biologia e Geologia 19 Matemática A;95 pontos;95 pontos;50%;50%
