Código Faculdade;Código Curso;Provas de ingresso;Nota candidatura;Pontos provas de ingresso;Média do secundário;Provas de ingresso
1103;9141;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1103;9146;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 09 Geografia;100 pontos;100 pontos;50%;50%
1103;9209;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
1103;9223;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1103;9385;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
1103;9687;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1103;9696;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
1103;9709;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
1103;9709;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
1103;L096;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1103;L227;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;100 pontos;100 pontos;50%;50%
1104;9081;Um dos seguintes conjuntos: 04 Economia 19 Matemática A ou 19 Matemática A 18 Português ou 04 Economia 19 Matemática A 18 Português;110 pontos;110 pontos;50%;50%
1104;9147;Um dos seguintes conjuntos: 04 Economia 19 Matemática A ou 19 Matemática A 18 Português ou 04 Economia 19 Matemática A 18 Português;110 pontos;110 pontos;50%;50%
1105;9089;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;9096;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;9099;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;9104;07 Física e Química 19 Matemática A;140 pontos;140 pontos;50%;50%
1105;9123;07 Física e Química 19 Matemática A;140 pontos;140 pontos;50%;50%
1105;9125;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;9540;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;L209;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1105;L221;07 Física e Química 19 Matemática A;130 pontos;130 pontos;50%;50%
1105;L224;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 19 Matemática A 18 Português;140 pontos;140 pontos;50%;50%
1105;L236;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1106;9494;02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
1107;9006;Duas das seguintes provas: 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
1107;9023;Um dos seguintes conjuntos: 11 História 18 Português ou 13 Inglês 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
1107;9040;18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 06 Filosofia 08 Francês 13 Inglês 15 Literatura Portuguesa;100 pontos;100 pontos;50%;50%
1107;9139;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 16 Matemática 18 Português ou 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1107;9143;Duas das seguintes provas: 02 Biologia e Geologia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
1107;9181;Duas das seguintes provas: 09 Geografia 11 História 18 Português;100 pontos;100 pontos;50%;50%
1107;9182;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 11 História 18 Português;100 pontos;100 pontos;50%;50%
1107;9192;18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês 14 Latim 15 Literatura Portuguesa;100 pontos;100 pontos;50%;50%
1107;9204;18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês 14 Latim 15 Literatura Portuguesa;100 pontos;100 pontos;50%;50%
1107;9240;18 Português e Uma das seguintes provas: 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
1107;9240;18 Português e Uma das seguintes provas: 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
1107;9694;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
1107;L251;18 Português e Uma das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 13 Inglês 15 Literatura Portuguesa;100 pontos;100 pontos;50%;50%
1108;9813;02 Biologia e Geologia 07 Física e Química 16 Matemática;140 pontos;140 pontos;50%;50%
1109;9026;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 11 História 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1109;9219;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
1110;9813;02 Biologia e Geologia 07 Física e Química 16 Matemática;140 pontos;140 pontos;50%;50%
1110;9847;02 Biologia e Geologia 07 Física e Química;135 pontos;135 pontos;50%;50%
1111;9707;Duas das seguintes provas: 02 Biologia e Geologia 17 Mat. Apl. Ciências Soc. 18 Português;100 pontos;100 pontos;50%;50%
1113;9548;02 Biologia e Geologia 07 Física e Química;140 pontos;140 pontos;50%;50%
1114;9078;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 11 História 18 Português ou 19 Matemática A 18 Português;120 pontos;120 pontos;50%;50%
1114;9078;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 11 História 18 Português ou 19 Matemática A 18 Português;120 pontos;120 pontos;50%;50%
1201;9003;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1201;9752;Um dos seguintes conjuntos: 02 Biologia e Geologia (30%) 18 Português (20%) ou 07 Física e Química (30%) 18 Português (20%) ou 16 Matemática (30%) 18 Português (20%) ou 02 Biologia e Geologia (25%) 07 Física e Química (25%) ou 02 Biologia e Geologia (25%) 16 Matemática (25%) ou 07 Física e Química (25%) 16 Matemática (25%);95 pontos;95 pontos;50%;50%
1201;9847;02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
1202;9023;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História 13 Inglês 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
1202;9081;19 Matemática A e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
1202;9147;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 16 Matemática 18 Português ou 09 Geografia 16 Matemática ou 04 Economia 18 Português;95 pontos;95 pontos;50%;50%
1202;9196;18 Português e Uma das seguintes provas: 05 Espanhol 06 Filosofia 09 Geografia 11 História 13 Inglês 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
1202;9204;18 Português e Uma das seguintes provas: 05 Espanhol 06 Filosofia 09 Geografia 11 História 13 Inglês 15 Literatura Portuguesa;95 pontos;95 pontos;50%;50%
1202;9219;18 Português e Uma das seguintes provas: 02 Biologia e Geologia 06 Filosofia 17 Mat. Apl. Ciências Soc. 19 Matemática A;95 pontos;95 pontos;50%;50%
1202;9238;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História 17 Mat. Apl. Ciências Soc. 16 Matemática;95 pontos;95 pontos;50%;50%
1202;9254;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1202;9853;17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1203;9089;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1203;9104;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1203;9113;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1203;9119;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
1203;9123;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1203;9455;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1203;L209;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
1204;9011;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 09 Geografia;95 pontos;95 pontos;50%;50%
1204;9012;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 09 Geografia;95 pontos;95 pontos;50%;50%
1204;9015;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 09 Geografia;95 pontos;95 pontos;50%;50%
1204;9351;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 09 Geografia 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1204;9379;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 07 Física e Química 18 Português ou 16 Matemática 18 Português ou 09 Geografia 18 Português ou 02 Biologia e Geologia 09 Geografia ou 02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
1204;9540;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;95 pontos;95 pontos;50%;50%
1204;9554;02 Biologia e Geologia e Uma das seguintes provas: 06 Filosofia 07 Física e Química 09 Geografia 17 Mat. Apl. Ciências Soc. 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1204;9707;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 07 Física e Química 18 Português ou 06 Filosofia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 09 Geografia 18 Português ou 02 Biologia e Geologia 06 Filosofia;95 pontos;95 pontos;50%;50%
1306;9069;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1306;9196;Duas das seguintes provas: 01 Alemão 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
1306;9219;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1306;9720;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português ou 04 Economia 18 Português;95 pontos;95 pontos;50%;50%
1306;9817;Duas das seguintes provas: 03 Desenho 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1306;L150;Um dos seguintes conjuntos: 11 História 18 Português ou 09 Geografia 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
1307;9015;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1307;9089;07 Física e Química 16 Matemática;95 pontos;95 pontos;50%;50%
1307;9107;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
1307;9119;16 Matemática (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 03 Desenho 04 Economia 07 Física e Química 10 Geometria Descritiva 18 Português;95 pontos;95 pontos;50%;50%
1307;9209;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 18 Português;95 pontos;95 pontos;50%;50%
1307;9455;07 Física e Química 19 Matemática A;95 pontos;95 pontos;50%;50%
1308;9026;Duas das seguintes provas: 11 História 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1308;9081;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 09 Geografia 16 Matemática ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1308;9147;Um dos seguintes conjuntos: 04 Economia 18 Português ou 04 Economia 17 Mat. Apl. Ciências Soc.;95 pontos;95 pontos;50%;50%
1308;9736;Duas das seguintes provas: 02 Biologia e Geologia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1308;9853;Um dos seguintes conjuntos: 19 Matemática A 18 Português ou 16 Matemática 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1309;8083;02 Biologia e Geologia 07 Física e Química 19 Matemática A;160 pontos;160 pontos;50%;50%
1309;9011;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A ou 02 Biologia e Geologia 18 Português;100 pontos;100 pontos;50%;50%
1320;9500;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
1321;9076;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
1321;9076;Duas das seguintes provas: 04 Economia 09 Geografia 17 Mat. Apl. Ciências Soc.;100 pontos;100 pontos;50%;50%
1501;9069;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 16 Matemática ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1501;9071;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 16 Matemática ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1501;9257;Um dos seguintes conjuntos: 10 Geometria Descritiva 16 Matemática ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1501;9257;Um dos seguintes conjuntos: 10 Geometria Descritiva 16 Matemática ou 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;95 pontos;95 pontos;50%;50%
1502;8399;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;9070;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;9072;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 07 Física e Química 10 Geometria Descritiva ou 10 Geometria Descritiva 19 Matemática A ou 02 Biologia e Geologia 10 Geometria Descritiva;100 pontos;100 pontos;50%;50%
1502;9754;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;9790;Um dos seguintes conjuntos: 03 Desenho 10 Geometria Descritiva ou 03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;9904;03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1502;L010;03 Desenho 12 Hist. da Cultura e Artes;100 pontos;100 pontos;50%;50%
1503;9011;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A;120 pontos;120 pontos;50%;50%
1503;9015;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1503;9113;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9119;19 Matemática A e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 10 Geometria Descritiva;120 pontos;120 pontos;50%;50%
1503;9141;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9146;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9209;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A ou 04 Economia 19 Matemática A;140 pontos;140 pontos;50%;50%
1503;9212;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9223;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9226;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9381;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 04 Economia 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;9385;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 04 Economia 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;140 pontos;140 pontos;50%;50%
1503;L079;16 Matemática e Uma das seguintes provas: 02 Biologia e Geologia 04 Economia 07 Física e Química 10 Geometria Descritiva;100 pontos;100 pontos;50%;50%
1503;L096;07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1503;L204;07 Física e Química 19 Matemática A;120 pontos;120 pontos;50%;50%
1503;L214;Um dos seguintes conjuntos: 07 Física e Química 19 Matemática A ou 02 Biologia e Geologia 19 Matemática A;100 pontos;100 pontos;50%;50%
1504;8358;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 11 História 18 Português;120 pontos;120 pontos;50%;50%
1504;9078;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 11 História 18 Português;120 pontos;120 pontos;50%;50%
1504;9078;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 11 História 18 Português;120 pontos;120 pontos;50%;50%
1505;9494;02 Biologia e Geologia 07 Física e Química;95 pontos;95 pontos;50%;50%
1506;8413;Um dos seguintes conjuntos: 11 História 18 Português ou 06 Filosofia 18 Português;95 pontos;95 pontos;50%;50%
1506;8458;Duas das seguintes provas: 06 Filosofia 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1506;9006;Duas das seguintes provas: 12 Hist. da Cultura e Artes 11 História 18 Português;95 pontos;95 pontos;50%;50%
1506;9040;18 Português e Uma das seguintes provas: 06 Filosofia 08 Francês 11 História 13 Inglês 16 Matemática;95 pontos;95 pontos;50%;50%
1506;9131;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;95 pontos;95 pontos;50%;50%
1506;9132;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
1506;9133;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 14 Latim 18 Português;95 pontos;95 pontos;50%;50%
1506;9135;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;95 pontos;95 pontos;50%;50%
1506;9139;Duas das seguintes provas: 06 Filosofia 11 História 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1506;9181;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 11 História 18 Português;95 pontos;95 pontos;50%;50%
1506;9182;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 11 História 18 Português;95 pontos;95 pontos;50%;50%
1506;9204;18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês;95 pontos;95 pontos;50%;50%
1506;9252;18 Português e Uma das seguintes provas: 01 Alemão 05 Espanhol 08 Francês 13 Inglês;95 pontos;95 pontos;50%;50%
1506;9914;Um dos seguintes conjuntos: 06 Filosofia 18 Português ou 09 Geografia 18 Português ou 11 História 18 Português;95 pontos;95 pontos;50%;50%
1506;9917;18 Português e Uma das seguintes provas: 06 Filosofia 11 História 14 Latim 15 Literatura Portuguesa;95 pontos;95 pontos;50%;50%
1506;L097;Duas das seguintes provas: 06 Filosofia 12 Hist. da Cultura e Artes 15 Literatura Portuguesa 18 Português;95 pontos;95 pontos;50%;50%
1506;L288;Duas das seguintes provas: 06 Filosofia 11 História 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
1507;9554;02 Biologia e Geologia 07 Física e Química;140 pontos;140 pontos;50%;50%
1507;9813;02 Biologia e Geologia 07 Física e Química 19 Matemática A;160 pontos;160 pontos;50%;50%
1508;9548;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 19 Matemática A;140 pontos;140 pontos;50%;50%
1508;9556;Um dos seguintes conjuntos: 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
1508;9791;Um dos seguintes conjuntos: 02 Biologia e Geologia 03 Desenho ou 02 Biologia e Geologia 07 Física e Química ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
1509;9847;02 Biologia e Geologia 07 Física e Química;120 pontos;120 pontos;50%;50%
1510;9068;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 10 Geometria Descritiva ou 10 Geometria Descritiva 18 Português ou 12 Hist. da Cultura e Artes 18 Português ou 10 Geometria Descritiva 12 Hist. da Cultura e Artes ou 13 Inglês 18 Português;95 pontos;95 pontos;50%;50%
1510;9162;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 04 Economia 19 Matemática A;95 pontos;95 pontos;50%;50%
1510;9707;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 07 Física e Química ou 07 Física e Química 16 Matemática ou 16 Matemática 18 Português;95 pontos;95 pontos;50%;50%
1510;9841;Um dos seguintes conjuntos: 02 Biologia e Geologia 18 Português ou 02 Biologia e Geologia 16 Matemática;95 pontos;95 pontos;50%;50%
1511;9219;Um dos seguintes conjuntos: 02 Biologia e Geologia 16 Matemática ou 02 Biologia e Geologia 18 Português ou 17 Mat. Apl. Ciências Soc. 18 Português;95 pontos;95 pontos;50%;50%
1513;L040;Um dos seguintes conjuntos: 11 História 17 Mat. Apl. Ciências Soc. ou 11 História 18 Português ou 02 Biologia e Geologia 18 Português;95 pontos;95 pontos;50%;50%
1514;8411;Um dos seguintes conjuntos: 04 Economia 16 Matemática ou 16 Matemática 18 Português;100 pontos;100 pontos;50%;50%
1514;9143;Um dos seguintes conjuntos: 09 Geografia 18 Português ou 02 Biologia e Geologia 18 Português ou 04 Economia 18 Português;100 pontos;100 pontos;50%;50%
1515;8258;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 10 Geometria Descritiva 16 Matemática;100 pontos;100 pontos;50%;50%
1515;8377;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1515;9011;Duas das seguintes provas: 02 Biologia e Geologia 07 Física e Química 16 Matemática;100 pontos;100 pontos;50%;50%
1515;9087;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1515;9099;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1515;9129;Um dos seguintes conjuntos: 02 Biologia e Geologia 19 Matemática A ou 07 Física e Química 19 Matemática A;100 pontos;100 pontos;50%;50%
1516;8014;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;130 pontos;130 pontos;50%;50%
1516;8102;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;130 pontos;130 pontos;50%;50%
1516;8109;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;120 pontos;120 pontos;50%;50%
1516;8111;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;135 pontos;135 pontos;50%;50%
1516;8363;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;120 pontos;120 pontos;50%;50%
1516;8364;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;140 pontos;140 pontos;50%;50%
1516;9002;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;140 pontos;140 pontos;50%;50%
1516;9019;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;150 pontos;150 pontos;50%;50%
1516;9023;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;160 pontos;160 pontos;50%;50%
1516;9157;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;150 pontos;150 pontos;50%;50%
1516;9157;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;150 pontos;150 pontos;50%;50%
1516;9157;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;150 pontos;150 pontos;50%;50%
1516;9229;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;160 pontos;160 pontos;50%;50%
1516;9229;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;160 pontos;160 pontos;50%;50%
1516;9238;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;140 pontos;140 pontos;50%;50%
1516;9240;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;130 pontos;130 pontos;50%;50%
1516;9240;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;130 pontos;130 pontos;50%;50%
1516;9448;18 Português e Uma das seguintes provas: 04 Economia 06 Filosofia 09 Geografia 11 História;120 pontos;120 pontos;50%;50%
1517;9081;19 Matemática A (30%) e Uma das seguintes provas: (20%) 02 Biologia e Geologia 04 Economia 07 Física e Química 09 Geografia 13 Inglês 18 Português;100 pontos;100 pontos;50%;50%
